"","Parasite","genus","year","hs","first"
"86769","Echinostoma americanum","Echinostoma",1944,1,"not the first"
"86770","Echinostoma parvocirrus","Echinostoma",1988,1,"not the first"
"86771","Eumegacetes garridoi","Eumegacetes",1994,1,"not the first"
"86772","Eumegacetes medioximus","Eumegacetes",1901,3,"first"
"86773","Euparyphium capitaneum","Euparyphium",1909,1,"not the first"
"86774","Fasciola hepatica","Fasciola",1758,53,"first"
"86778","Gorgoderina rochalimai","Gorgoderina",1940,0,"not the first"
"86779","Haematotrephus brasilianum","Haematotrephus",NA,1,"not the first"
"86780","Heronimus mollis","Heronimus",1856,13,"exclude"
"86781","Hofmonostomum himantopodis","Hofmonostomum",1939,1,"exclude"
"86782","Hymenocotta manteri","Hymenocotta",1969,2,"not the first"
"86783","Learedius learedi","Learedius",1934,2,"first"
"86784","Lecithochirium monticellii","Lecithochirium",1899,5,"not the first"
"86786","Levinseniella leptophallus","Levinseniella",1956,1,"not the first"
"86788","Limatulum solitarium","Limatulum",1942,0,"not the first"
"86789","Lutztrema attenuatum","Lutztrema",1845,8,"first"
"86790","Lutztrema monenteron","Lutztrema",1935,5,"not the first"
"86791","Macrorchitrema havanense","Macrorchitrema",1940,1,"exclude"
"86793","Mesocoelium danforthi","Mesocoelium",1935,2,"not the first"
"86796","Mesocoelium monas","Mesocoelium",1819,15,"first"
"86804","Mesostephanus cubaensis","Mesostephanus",1941,1,"not the first"
"86805","Mesostephanus fajardensis","Mesostephanus",1934,1,"not the first"
"86806","Microparyphium floridae","Microparyphium",1960,1,"not the first"
"86807","Neogogatea pandionis","Neogogatea",1948,2,"exclude"
"86808","Octangium sagitta","Octangium",1899,2,"first"
"86809","Pachytrema sanguineum","Pachytrema",1928,2,"not the first"
"86810","Paracryptogonimus centropomi","Paracryptogonimus",NA,1,"not the first"
"86811","Paramonostomum actidis","Paramonostomum",1960,2,"not the first"
"86814","Paramonostomum himantopidis","Paramonostomum",1939,1,"not the first"
"86815","Parastrigea mexicanus","Parastrigea",1957,2,"not the first"
"86816","Parorchis holotestis","Parorchis",1960,2,"not the first"
"86818","Perezitrema bychowskyi","Perezitrema",1974,2,"not the first"
"86820","Perezitrema viguerasi","Perezitrema",1967,0,"first"
"86826","Proctocaecum acuti","Proctocaecum",1958,1,"not the first"
"86827","Proctocaecum americanum","Proctocaecum",1956,2,"not the first"
"86829","Proctocaecum caballeroi","Proctocaecum",1953,2,"not the first"
"86830","Prohemistomum appendiculatoides","Prohemistomum",1934,1,"not the first"
"86831","Prosthodiplostomum nanum","Prosthodiplostomum",1937,0,"not the first"
"86832","Pseudoneodiplostomum groschafti","Pseudoneodiplostomum",2001,1,"not the first"
"86833","Ribeiroia guadeloupensis","Ribeiroia",NA,2,"not the first"
"86836","Ribeiroia ondatrae","Ribeiroia",1931,14,"first"
"86837","Saccocoelioides agonostomus","Saccocoelioides",1999,2,"not the first"
"86850","Schizamphistomum erratum","Schizamphistomum",1983,2,"not the first"
"86852","Schizamphistomum scleroporum","Schizamphistomum",1844,3,"first"
"86855","Stephanostomum ditrematis","Stephanostomum",1939,6,"not the first"
"86856","Stichorchis giganteus","Stichorchis",1836,5,"not the first"
"86858","Stictodora acanthotrema","Stictodora",1928,1,"not the first"
"86859","Stomylotrema bijugum","Stomylotrema",1901,2,"not the first"
"86860","Stomylotrema vicarium","Stomylotrema",1901,12,"not the first"
"86862","Trifolium travassosi","Trifolium",1940,1,"not the first"
"86863","Turquinia cubensis","Turquinia",1989,1,"exclude"
"86864","Urotrema scabridum","Urotrema",1900,18,"first"
"86868","Urotrema wardi","Urotrema",NA,2,"not the first"
"86870","Uvulifer ambloplitis","Uvulifer",1927,20,"not the first"
"86873","Zonorchis philanderi","Zonorchis",1951,1,"not the first"
"86874","Acanthocolpus indicus","Acanthocolpus",1939,1,"not the first"
"86875","Acanthocolpus liodorus","Acanthocolpus",1906,3,"first"
"86876","Acanthocolpus microtesticulus","Acanthocolpus",1990,1,"not the first"
"86877","Acanthostomum nigeri","Acanthostomum",1977,0,"not the first"
"86878","Aephnidiogenes senegalensis","Aephnidiogenes",1958,5,"not the first"
"86881","Alcicornis karachii","Alcicornis",1977,0,"not the first"
"86882","Allodecemtestis bilqeesae","Allodecemtestis",1990,1,"not the first"
"86883","Allopodocotyle korangiai","Allopodocotyle",1972,1,"not the first"
"86884","Allopodocotyle trichiuri","Allopodocotyle",1972,1,"not the first"
"86885","Allostomachicola chirocentri","Allostomachicola",1975,1,"exclude"
"86886","Anaporrhutum torpedoensis","Anaporrhutum",1991,1,"not the first"
"86888","Anterodiscus biseminalis","Anterodiscus",1974,0,"first"
"86889","Anterodiscus triuteri","Anterodiscus",1974,0,"first"
"86890","Astioglossimetra karachiensis","Astioglossimetra",2002,1,"exclude"
"86891","Bacciger cochinensis","Bacciger",1970,1,"not the first"
"86892","Baccigeroides cochinensis","Baccigeroides",1970,1,"first"
"86893","Bianium plicitum","Bianium",1928,7,"first"
"86894","Bicaudum interruptum","Bicaudum",1973,1,"not the first"
"86895","Bicaudum otolithi","Bicaudum",1971,0,"first"
"86896","Bucephalopsis gracilescens","Bucephalopsis",1819,8,"first"
"86897","Bucephalopsis tenuis","Bucephalopsis",1952,1,"not the first"
"86899","Bucephalus arabiana","Bucephalus",1982,0,"not the first"
"86900","Bucephalus varicus","Bucephalus",1940,14,"not the first"
"86901","Buckleytrema indica","Buckleytrema",1956,0,"first"
"86903","Buckleytrema postacetabulorchis","Buckleytrema",1963,0,"not the first"
"86904","Callodistomum minutus","Callodistomum",1977,1,"not the first"
"86905","Cameronia pakistani","Cameronia",1971,1,"not the first"
"86906","Cestodera gastrocecus","Cestodera",1971,0,"first"
"86907","Cestodera unicecus","Cestodera",1971,0,"first"
"86908","Complexobursa magna","Complexobursa",1980,1,"exclude"
"86909","Crassicutis caranxi","Crassicutis",1981,0,"not the first"
"86911","Crassicutis imtiazi","Crassicutis",1984,1,"not the first"
"86912","Decemtestis mehrai","Decemtestis",1936,3,"not the first"
"86915","Didymozoon musculi","Didymozoon",1991,0,"not the first"
"86916","Dinurus hippuri","Dinurus",1991,1,"not the first"
"86917","Dinurus longisinus","Dinurus",1907,5,"not the first"
"86918","Diplobulbus vitellosus","Diplobulbus",1972,0,"not the first"
"86919","Diploproctodaeum longipygum","Diploproctodaeum",1961,1,"not the first"
"86920","Diploproctodaeum macracetabulum","Diploproctodaeum",1961,2,"not the first"
"86921","Ectenurus crenidensis","Ectenurus",1971,0,"not the first"
"86922","Ectenurus minutus","Ectenurus",1977,1,"not the first"
"86923","Ectenurus virgulus","Ectenurus",1910,8,"not the first"
"86925","Enenterum theraponii","Enenterum",1977,0,"not the first"
"86926","Erilepturus karachiensis","Erilepturus",1981,0,"not the first"
"86927","Genolopa trifolifer","Genolopa",1915,1,"not the first"
"86928","Hadwenius tursionis","Hadwenius",1873,8,"first"
"86929","Haerator caperatus","Haerator",1981,1,"exclude"
"86930","Hamacreadium karachiensis","Hamacreadium",1975,1,"not the first"
"86931","Hamacreadium mutabile","Hamacreadium",1910,46,"not the first"
"86933","Hamacreadium rastrellii","Hamacreadium",1975,1,"not the first"
"86934","Helicometrina delicatulus","Helicometrina",1972,0,"not the first"
"86935","Helicometrina karachiensis","Helicometrina",1972,0,"not the first"
"86936","Helicometrina nimia","Helicometrina",1910,47,"first"
"86937","Helicometrina otolithi","Helicometrina",1972,0,"not the first"
"86938","Helicometrina qatarensis","Helicometrina",1988,2,"not the first"
"86940","Hirudinella fusca","Hirudinella",1802,0,"not the first"
"86941","Hysterolecitha sigani","Hysterolecitha",1969,3,"not the first"
"86942","Hysterolecithoides epinepheli","Hysterolecithoides",1934,4,"first"
"86943","Indocreadium longicirrus","Indocreadium",1943,1,"exclude"
"86944","Indosolenorchis hirundinaceus","Indosolenorchis",1951,1,"exclude"
"86945","Karachitrema trilobata","Karachitrema",1973,0,"exclude"
"86946","Koseiria manteri","Koseiria",1987,0,"not the first"
"86947","Koseiria nagatyi","Koseiria",1984,1,"not the first"
"86948","Lampritrema savalai","Lampritrema",1977,1,"not the first"
"86949","Laruea straightum","Laruea",1973,1,"exclude"
"86950","Lecithaster salmonis","Lecithaster",1934,4,"not the first"
"86951","Lecithochirium canadus","Lecithochirium",1972,1,"not the first"
"86952","Lecithochirium harpodoni","Lecithochirium",1972,0,"not the first"
"86953","Lecithochirium harpodontis","Lecithochirium",1977,0,"not the first"
"86954","Lecithochirium musculoatrium","Lecithochirium",1972,0,"not the first"
"86955","Lecithocladium apolecti","Lecithocladium",1962,2,"not the first"
"86956","Lecithocladium arabicum","Lecithocladium",1980,0,"not the first"
"86957","Lecithocladium karachii","Lecithocladium",1971,0,"not the first"
"86958","Lecithocladium pakistanensis","Lecithocladium",1977,1,"not the first"
"86959","Lecithocladium psenopsis","Lecithocladium",1934,0,"not the first"
"86960","Lecithocladium stromatei","Lecithocladium",1977,1,"not the first"
"86961","Lepidapedoides levenseni","Lepidapedoides",1907,2,"first"
"86962","Lepidapedoides manteri","Lepidapedoides",1970,1,"not the first"
"86963","Lepidapedoides nelsoni","Lepidapedoides",1969,3,"not the first"
"86967","Lepidapedon gange","Lepidapedon",1938,0,"not the first"
"86968","Lepidapedon genge","Lepidapedon",1938,0,"not the first"
"86969","Lepidapedon nelsoni","Lepidapedon",1969,3,"not the first"
"86972","Lepidapedon parastromatomatei","Lepidapedon",1971,1,"not the first"
"86973","Lepidauchen nicolli","Lepidauchen",1977,1,"not the first"
"86974","Lepocreadioides indicum","Lepocreadioides",1941,8,"not the first"
"86983","Lepocreadioides orientalis","Lepocreadioides",1939,13,"not the first"
"87004","Macvicaria cynoglossi","Macvicaria",1975,4,"not the first"
"87009","Macvicaria jagannathi","Macvicaria",1985,3,"not the first"
"87013","Macvicaria longicaudus","Macvicaria",1971,2,"not the first"
"87016","Magnacetabulum glandocaudum","Magnacetabulum",1971,0,"not the first"
"87017","Magnacetabulum trachuri","Magnacetabulum",1934,0,"first"
"87018","Manteriella yamagutii","Manteriella",1990,1,"not the first"
"87019","Mehrailla ovocaudata","Mehrailla",1939,0,"exclude"
"87020","Metacetabulum karachiensis","Metacetabulum",1975,1,"not the first"
"87021","Monodhelmis elongatus","Monodhelmis",1970,0,"not the first"
"87023","Monodhelmis torpedinis","Monodhelmis",1937,6,"first"
"87030","Monorcheides hafeezullahi","Monorcheides",1997,1,"not the first"
"87031","Monorchis heterorchis","Monorchis",1980,1,"not the first"
"87032","Monticellius indicum","Monticellius",1939,1,"exclude"
"87033","Multiovarium heteroformis","Multiovarium",1974,0,"first"
"87034","Multiovarium interruptum","Multiovarium",1974,0,"first"
"87035","Neoapocreadium caballeroi","Neoapocreadium",1987,1,"not the first"
"87036","Neoapocreadium caranxi","Neoapocreadium",1976,0,"not the first"
"87037","Neoapocreadium imtiazi","Neoapocreadium",1984,1,"not the first"
"87038","Neodiptherostomum karachiensis","Neodiptherostomum",2003,0,"exclude"
"87039","Neolasiotocus brayi","Neolasiotocus",1991,0,"exclude"
"87040","Neonotoporus gibsoni","Neonotoporus",1990,1,"not the first"
"87041","Neoopisthomonorchis pristipomatis","Neoopisthomonorchis",1982,0,"exclude"
"87042","Notoporus hystrix","Notoporus",1972,0,"first"
"87043","Olivacreadium heterorchis","Olivacreadium",1976,0,"first"
"87044","Olivacreadium phyllorchis","Olivacreadium",1976,1,"first"
"87045","Opechona gaevskayae","Opechona",1991,1,"not the first"
"87046","Opechona mohsini","Opechona",1984,1,"not the first"
"87047","Opechona siddiqi","Opechona",1986,1,"not the first"
"87048","Opechona siddiqii","Opechona",1984,1,"not the first"
"87049","Opechona travassosi","Opechona",1985,1,"not the first"
"87050","Opechona vinodae","Opechona",1984,1,"not the first"
"87051","Opegaster plotosi","Opegaster",1940,1,"not the first"
"87052","Opistholebes diodontis","Opistholebes",1956,1,"not the first"
"87053","Opistholebes equicotylus","Opistholebes",1981,1,"not the first"
"87054","Opisthomonorcheides engraulisi","Opisthomonorcheides",1990,0,"not the first"
"87055","Opisthomonorcheides karwarensis","Opisthomonorcheides",1976,0,"not the first"
"87056","Opisthomonorcheides yamagutinsis","Opisthomonorcheides",1993,0,"not the first"
"87057","Opisthomonorchis carangi","Opisthomonorchis",1974,1,"not the first"
"87058","Orchidasma srivastavai","Orchidasma",1996,1,"not the first"
"87059","Orientodiploproctodaeum diacanthi","Orientodiploproctodaeum",1970,1,"exclude"
"87061","Paradiplobulbus heterorchis","Paradiplobulbus",1972,0,"first"
"87062","Paradiplobulbus isorchis","Paradiplobulbus",1972,0,"first"
"87063","Paradiscogaster niger","Paradiscogaster",1976,1,"not the first"
"87064","Parahemiurus engraulisi","Parahemiurus",1977,4,"not the first"
"87065","Paraheterorchis elongatum","Paraheterorchis",1996,0,"exclude"
"87066","Phyllodistomum psettodi","Phyllodistomum",1966,1,"not the first"
"87067","Plagioporus heterorchis","Plagioporus",1977,1,"not the first"
"87068","Plagioporus jagannathi","Plagioporus",1985,6,"not the first"
"87075","Plagioporus japonicus","Plagioporus",1938,1,"not the first"
"87076","Plagioporus longicaudus","Plagioporus",1971,2,"not the first"
"87079","Plagioporus mujibi","Plagioporus",1972,0,"not the first"
"87080","Pleorchis ghanensis","Pleorchis",1968,1,"not the first"
"87081","Podocotyloides dorabi","Podocotyloides",1972,1,"not the first"
"87082","Podocotyloides dorabus","Podocotyloides",1990,1,"not the first"
"87083","Podocotyloides sindensis","Podocotyloides",1971,1,"not the first"
"87084","Podocotyloides trichiuri","Podocotyloides",1972,1,"not the first"
"87085","Podocotyloides yamagutii","Podocotyloides",NA,1,"not the first"
"87086","Preptetos overstreeti","Preptetos",1984,1,"not the first"
"87087","Preptetos pritchardae","Preptetos",1984,1,"not the first"
"87088","Proctotrematoides diacanthi","Proctotrematoides",1977,1,"not the first"
"87089","Proenenterum manteri","Proenenterum",1985,1,"not the first"
"87090","Prolecithochirium pterois","Prolecithochirium",1970,2,"exclude"
"87091","Prosogonotrema diacanthi","Prosogonotrema",1980,0,"not the first"
"87092","Prosogonotrema karachiense","Prosogonotrema",1980,0,"not the first"
"87093","Prosorchis breviformis","Prosorchis",1936,2,"not the first"
"87094","Prosorchis hexavitellatus","Prosorchis",1971,0,"not the first"
"87095","Prosorchis stromatei","Prosorchis",1971,0,"not the first"
"87096","Prosorhynchus erumenis","Prosorhynchus",1976,1,"not the first"
"87097","Prosorhynchus longus","Prosorhynchus",1959,1,"not the first"
"87098","Prosorhynchus ozakii","Prosorhynchus",1934,6,"not the first"
"87099","Prosorhynchus platycephali","Prosorhynchus",1934,2,"not the first"
"87100","Prosorhynchus thapari","Prosorhynchus",1953,1,"not the first"
"87101","Pseudocoitocaecum thrissoclesis","Pseudocoitocaecum",1972,0,"exclude"
"87102","Pseudohypertrema karachiense","Pseudohypertrema",1976,1,"exclude"
"87103","Pseudolepidapedon balistis","Pseudolepidapedon",1940,2,"not the first"
"87104","Pseudolepidapedon lethrini","Pseudolepidapedon",1952,0,"not the first"
"87105","Pseudopecoelus ariusi","Pseudopecoelus",1983,0,"not the first"
"87106","Pseudopecoelus scomberi","Pseudopecoelus",1971,0,"not the first"
"87107","Pseudopecoelus stunkardi","Pseudopecoelus",1990,1,"not the first"
"87108","Pseudoplagioporus interruptus","Pseudoplagioporus",1968,5,"not the first"
"87109","Pseudoplagioporus lethrini","Pseudoplagioporus",1938,0,"first"
"87110","Pyelosomum chelonii","Pyelosomum",1939,1,"not the first"
"87111","Pyelosomum sindhii","Pyelosomum",1939,1,"not the first"
"87112","Qadriana fusiformis","Qadriana",1971,0,"exclude"
"87113","Retractomonorchis gibsoni","Retractomonorchis",1991,1,"not the first"
"87114","Rhabdiopoeus taylori","Rhabdiopoeus",1913,1,"exclude"
"87116","Rhytidodes srivastavai","Rhytidodes",1996,1,"not the first"
"87117","Segmentatum cinerensis","Segmentatum",1971,1,"first"
"87118","Segmentatum karachiensis","Segmentatum",1971,1,"first"
"87119","Segmentatum magnaesophagustum","Segmentatum",1971,1,"first"
"87120","Segmentatum qadrii","Segmentatum",1971,1,"first"
"87121","Skrjabinopsolus elongatus","Skrjabinopsolus",1974,0,"not the first"
"87122","Skrjabinopsolus kurotchkini","Skrjabinopsolus",1976,1,"not the first"
"87124","Stephanostomoides diacanthi","Stephanostomoides",2000,0,"not the first"
"87125","Stephanostomum cloacum","Stephanostomum",1938,3,"not the first"
"87126","Stephanostomum dicotylus","Stephanostomum",1972,1,"not the first"
"87129","Stephanostomum lebedevi","Stephanostomum",1974,2,"not the first"
"87130","Stephanostomum nagatyi","Stephanostomum",1988,2,"not the first"
"87132","Stephanostomum petimba","Stephanostomum",1970,2,"not the first"
"87133","Sterrhurus orientalis","Sterrhurus",1975,0,"not the first"
"87134","Sterrhurus stromatei","Sterrhurus",1972,0,"not the first"
"87135","Sterrhurus tetradontus","Sterrhurus",2002,0,"not the first"
"87136","Synthesium tursionis","Synthesium",1873,6,"exclude"
"87137","Telorhynchus scaberi","Telorhynchus",1977,0,"not the first"
"87138","Tergestia karachiense","Tergestia",1978,0,"not the first"
"87139","Tetraster siamensis","Tetraster",1965,0,"exclude"
"87140","Tetrochetus macrorchis","Tetrochetus",1970,1,"not the first"
