"Parasite.species","Parasite.genus","Parasite.group","Host.species","Host.no","Stage","Egg.hatch","Development.time","Temp","Development.remarks","Length","Width","Max.length","Max.width","n","Size.reported.as","Shape","Asexual","Sex","Size.remarks","Author","Year","Journal","Volume","Pages"
"Triaenophorus nodulosus","Triaenophorus","cestode","Esox lucius",3,"adult",NA,NA,NA,NA,170,2.75,270,4,NA,"range","ribbon",NA,NA,NA,"Miller","1943","Can. J. Res.","21","160-170"
"Triaenophorus stizostedionis","Triaenophorus","cestode",NA,0,"egg","hatch, eaten",NA,NA,NA,0.056,0.04,0.062,0.046,NA,"avg","sphere",NA,NA,NA,"Miller","1945","Can. J. Res.","23","117-127"
"Triaenophorus stizostedionis","Triaenophorus","cestode",NA,0,"free larva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triaenophorus stizostedionis","Triaenophorus","cestode","Cyclops bicuspidatus",1,"1larv",NA,12,NA,NA,0.0965,NA,0.22,NA,NA,"avg","cylinder",NA,NA,"procercoid size taken as the average between days 11 and 13 in table VI","Miller","1945","Can. J. Res.","23","117-127"
"Triaenophorus stizostedionis","Triaenophorus","cestode","Percopsis omiscomaycus",2,"2larv",NA,NA,NA,NA,16,NA,28,NA,20,"avg","ribbon",NA,NA,"contained in cysts 2 to 11 mm in diameter","Miller","1945","Can. J. Res.","23","117-127"
"Triaenophorus stizostedionis","Triaenophorus","cestode","Sander vitreus",3,"adult",NA,NA,NA,NA,250,3,380,4,NA,"range","ribbon",NA,NA,NA,"Miller","1945","Can. J. Res.","23","117-127"
"Trichosomoides crassicauda","Trichosomoides","nematode",NA,0,"egg","eaten",NA,NA,NA,0.067,0.0405,0.072,0.056,NA,"range","ellipsoid",NA,NA,NA,"Hall","1916","Proc. US Natl. Mus.","50","1-258"
"Trichosomoides crassicauda","Trichosomoides","nematode",NA,0,"embryo",NA,NA,NA,"free L3",0.327,0.013,0.39,0.016,NA,"range","thread-like",NA,NA,NA,"Thomas","1924","J. Parasitol.","10","105-136"
"Trichosomoides crassicauda","Trichosomoides","nematode",NA,0,"embryo",NA,NA,NA,"free L3",0.23,0.009,0.25,0.01,NA,"range","thread-like",NA,NA,"removed from eggs","Yokogawa","1920","J. Parasitol.","7","80-84"
"Trichosomoides crassicauda","Trichosomoides","nematode","Rattus norvegicus",1,"adult",NA,63,38.5,"cites Hasslinger and Schwarzler 1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Trichosomoides crassicauda","Trichosomoides","nematode",NA,1,"adult",NA,NA,NA,NA,1.98,0.028,2.5,0.033,NA,"range","whip",NA,"m","male worms actually enter into female uterus","Hall","1916","Proc. US Natl. Mus.","50","1-258"
"Trichosomoides crassicauda","Trichosomoides","nematode",NA,1,"adult",NA,NA,NA,NA,11.75,0.2,13,NA,NA,"range","whip",NA,"f",NA,"Hall","1916","Proc. US Natl. Mus.","50","1-258"
"Trichosomoides crassicauda","Trichosomoides","nematode","Rattus norvegicus",1,"adult",NA,29.6875,38.5,"table 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thomas","1924","J. Parasitol.","10","105-136"
"Trichospirura leptostoma","Trichospirura","nematode",NA,0,"egg","eaten",NA,NA,NA,0.044,0.017,0.048,0.022,NA,"range","ellipsoid",NA,NA,NA,"Illgen-Wilcke et al.","1992","Parasitol. Res.","78","509-512"
"Trichospirura leptostoma","Trichospirura","nematode",NA,0,"egg","eaten",NA,NA,NA,0.052,0.027,0.055,0.03,NA,"avg","ellipsoid",NA,NA,NA,"Orihel and Seibold","1971","J. Parasitol.","57","1366-1368"
"Trichospirura leptostoma","Trichospirura","nematode",NA,0,"egg","eaten",NA,NA,NA,0.05,0.025,NA,NA,NA,"point","ellipsoid",NA,NA,NA,"Smith and Chitwood","1967","J. Parasitol.","53","1270-1272"
"Trichospirura leptostoma","Trichospirura","nematode",NA,0,"embryo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichospirura leptostoma","Trichospirura","nematode",NA,1,"1larv",NA,27.5,28,"molt occurred about 27 dpe, but might not be infective until 37-40 dpe",0.98,0.012,NA,NA,NA,"point","thread-like",NA,NA,NA,"Illgen-Wilcke et al.","1992","Parasitol. Res.","78","509-512"
"Trichospirura leptostoma","Trichospirura","nematode","Callithrix jacchus",2,"adult",NA,56,38.5,"7-9 weeks until eggs detected in faeces; infections remained patent for 2-2.5 years and even when eggs no longer found in faeces, marmosets still had gravid worms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Illgen-Wilcke et al.","1992","Parasitol. Res.","78","509-512"
"Trichospirura leptostoma","Trichospirura","nematode","Callithrix jacchus",2,"adult",NA,NA,NA,NA,12.9,0.18,15,NA,NA,"range","thread-like",NA,"m",NA,"Smith and Chitwood","1967","J. Parasitol.","53","1270-1272"
"Trichospirura leptostoma","Trichospirura","nematode","Callithrix jacchus",2,"adult",NA,NA,NA,NA,16,0.35,20,NA,NA,"range","thread-like",NA,"f",NA,"Smith and Chitwood","1967","J. Parasitol.","53","1270-1272"
"Trichostrongylus axei","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",NA,NA,NA,0.075,0.04,0.08,0.045,NA,"range","ellipsoid",NA,NA,"as T. extenuatus","Ransom","1911","US Dept. Agric. Tech. Bull.","127","1-132"
"Trichostrongylus axei","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",NA,NA,NA,0.0846,0.036,0.095,0.041,52,"avg","ellipsoid",NA,NA,"from sheep","Shorb","1939","US Dept. Agric. Tech. Bull.","694","1-10"
"Trichostrongylus axei","Trichostrongylus","nematode",NA,0,"free larva",NA,NA,NA,"free L3",0.672,NA,0.745,NA,NA,"avg","thread-like",NA,NA,NA,"Hansen and Shivnani","1956","Trans. Am. Microsc. Soc.","75","91-102"
"Trichostrongylus axei","Trichostrongylus","nematode",NA,0,"free larva",NA,NA,NA,"free L3",0.6905,NA,0.762,NA,NA,"range","thread-like",NA,NA,NA,"Keith","1953","Aust. J. Zool.","1","223-235"
"Trichostrongylus axei","Trichostrongylus","nematode","Bos taurus",1,"adult",NA,NA,NA,NA,3.7,0.04,NA,NA,10,"avg","thread-like",NA,"m","15 dpi","Douvres","1957","Proc. Helminthol. Soc. Wash.","24","4-14"
"Trichostrongylus axei","Trichostrongylus","nematode","Bos taurus",1,"adult",NA,NA,NA,"females were gravid, though most eggs still infertile",4.79,0.04,NA,NA,10,"avg","thread-like",NA,"f","15 dpi","Douvres","1957","Proc. Helminthol. Soc. Wash.","24","4-14"
"Trichostrongylus axei","Trichostrongylus","nematode","Oryctolagus cuniculus",1,"adult",NA,22.7,38.5,"from 17 rabbits; fecundity also given",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leland and Drudge","1957","J. Parasitol.","43","160-166"
"Trichostrongylus axei","Trichostrongylus","nematode",NA,1,"adult",NA,NA,NA,NA,3.9,0.055,4.4,0.06,NA,"range","thread-like",NA,"m","as T. extenuatus","Ransom","1911","US Dept. Agric. Tech. Bull.","127","1-132"
"Trichostrongylus axei","Trichostrongylus","nematode",NA,1,"adult",NA,NA,NA,NA,5.05,0.0625,5.5,0.07,NA,"range","thread-like",NA,"f","as T. extenuatus","Ransom","1911","US Dept. Agric. Tech. Bull.","127","1-132"
"Trichostrongylus colubriformis","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",0.791666667,19.5,"time to hatching; cites Monnig 1926",0.09,0.042,0.101,0.047,NA,"range","ellipsoid",NA,NA,"cites Monnig 1926","Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Trichostrongylus colubriformis","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",NA,NA,NA,0.09,0.046,NA,NA,NA,"point","ellipsoid",NA,NA,NA,"Ransom","1911","US Dept. Agric. Tech. Bull.","127","1-132"
"Trichostrongylus colubriformis","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",NA,NA,NA,0.0876,0.0439,0.101,0.047,86,"avg","ellipsoid",NA,NA,"from sheep","Shorb","1939","US Dept. Agric. Tech. Bull.","694","1-10"
"Trichostrongylus colubriformis","Trichostrongylus","nematode",NA,0,"free larva",NA,2.5,19.5,"time from hatching to L3; cites Monnig 1926",0.7115,NA,0.749,NA,NA,"range","thread-like",NA,NA,"cites Monnig 1926","Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Trichostrongylus colubriformis","Trichostrongylus","nematode",NA,0,"free larva",NA,NA,NA,"free L3",0.725,NA,0.8,NA,100,"avg","thread-like",NA,NA,"includes sheath","O'Callaghan","2004","Vet. Parasitol.","126","397-402"
"Trichostrongylus colubriformis","Trichostrongylus","nematode","Oryctolagus cuniculus",1,"adult",NA,16.5,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Audebert et al.","2003","Parasitol. Res.","90","57-63"
"Trichostrongylus colubriformis","Trichostrongylus","nematode","Bos taurus",1,"adult",NA,19.81818182,38.5,"11 infected calves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bizzell and Ciordia","1965","J. Parasitol.","51","174"
"Trichostrongylus colubriformis","Trichostrongylus","nematode","Bos taurus",1,"adult",NA,NA,NA,NA,5.19,0.05,NA,NA,10,"avg","thread-like",NA,"m","15 dpi","Douvres","1957","Proc. Helminthol. Soc. Wash.","24","4-14"
"Trichostrongylus colubriformis","Trichostrongylus","nematode","Bos taurus",1,"adult",NA,NA,NA,"females were gravid with mostly fertile eggs 15 dpi",6.56,0.04,NA,NA,10,"avg","thread-like",NA,"f","15 dpi","Douvres","1957","Proc. Helminthol. Soc. Wash.","24","4-14"
"Trichostrongylus colubriformis","Trichostrongylus","nematode","Capra aegagrus",1,"adult",NA,20,38.5,"first detection of eggs in faeces, though egg-bearing females noted as early as 14 dpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rahman and Collins","1990","Vet. Parasitol.","35","195-200"
"Trichostrongylus colubriformis","Trichostrongylus","nematode","Ovis aries",1,"adult",NA,NA,NA,NA,6,0.13,NA,NA,NA,"point","thread-like",NA,"m",NA,"Ransom","1911","US Dept. Agric. Tech. Bull.","127","1-132"
"Trichostrongylus colubriformis","Trichostrongylus","nematode","Ovis aries",1,"adult",NA,NA,NA,NA,8,0.13,NA,NA,NA,"point","thread-like",NA,"f",NA,"Ransom","1911","US Dept. Agric. Tech. Bull.","127","1-132"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",NA,NA,NA,0.0625,0.0375,NA,NA,NA,"avg","ellipsoid",NA,NA,NA,"Audebert et al.","2000","J. Helminthol.","74","95-107"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",0.791666667,24,"time to hatching",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Audebert et al.","2002","J. Helminthol.","76","189-192"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",12.29166667,5,"time to hatching",NA,NA,NA,NA,NA,NA,"thread-like",NA,NA,NA,"Gupta","1961","Can. J. Zool.","39","47-53"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",5.291666667,10,"time to hatching",NA,NA,NA,NA,NA,NA,"thread-like",NA,NA,NA,"Gupta","1961","Can. J. Zool.","39","47-53"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",3.625,15,"time to hatching",NA,NA,NA,NA,NA,NA,"thread-like",NA,NA,NA,"Gupta","1961","Can. J. Zool.","39","47-53"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",1.541666667,20,"time to hatching",NA,NA,NA,NA,NA,NA,"thread-like",NA,NA,NA,"Gupta","1961","Can. J. Zool.","39","47-53"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",0.916666667,25,"time to hatching",NA,NA,NA,NA,NA,NA,"thread-like",NA,NA,NA,"Gupta","1961","Can. J. Zool.","39","47-53"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",0.791666667,30,"time to hatching",NA,NA,NA,NA,NA,NA,"thread-like",NA,NA,NA,"Gupta","1961","Can. J. Zool.","39","47-53"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",0.791666667,35,"time to hatching",NA,NA,NA,NA,NA,NA,"thread-like",NA,NA,NA,"Gupta","1961","Can. J. Zool.","39","47-53"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode",NA,0,"free larva",NA,NA,NA,"free L3",0.49,0.019,NA,NA,10,"avg","thread-like",NA,NA,NA,"Audebert et al.","2000","J. Helminthol.","74","95-107"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode",NA,0,"free larva",NA,5,24,"time from hatching to infective L3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Audebert et al.","2002","J. Helminthol.","76","189-192"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode",NA,0,"free larva",NA,73.54166667,5,"time from hatching to L3",0.59,NA,0.6,NA,NA,"avg","thread-like",NA,NA,NA,"Gupta","1961","Can. J. Zool.","39","47-53"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode",NA,0,"free larva",NA,12.58333333,10,"time from hatching to L3",0.61,NA,0.64,NA,NA,"avg","thread-like",NA,NA,NA,"Gupta","1961","Can. J. Zool.","39","47-53"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode",NA,0,"free larva",NA,8.625,15,"time from hatching to L3",0.62,NA,0.64,NA,NA,"avg","thread-like",NA,NA,NA,"Gupta","1961","Can. J. Zool.","39","47-53"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode",NA,0,"free larva",NA,3.541666667,20,"time from hatching to L3",0.62,NA,0.66,NA,NA,"avg","thread-like",NA,NA,NA,"Gupta","1961","Can. J. Zool.","39","47-53"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode",NA,0,"free larva",NA,3,25,"time from hatching to L3",0.64,NA,0.68,NA,NA,"avg","thread-like",NA,NA,NA,"Gupta","1961","Can. J. Zool.","39","47-53"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode",NA,0,"free larva",NA,2.625,30,"time from hatching to L3",0.61,NA,0.64,NA,NA,"avg","thread-like",NA,NA,NA,"Gupta","1961","Can. J. Zool.","39","47-53"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode","Oryctolagus cuniculus",1,"adult",NA,NA,NA,NA,5.2675,0.0615,NA,NA,20,"avg","thread-like",NA,"m",NA,"Audebert et al.","2000","J. Helminthol.","74","95-107"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode","Oryctolagus cuniculus",1,"adult",NA,NA,NA,NA,6.1625,0.061,NA,NA,20,"avg","thread-like",NA,"f",NA,"Audebert et al.","2000","J. Helminthol.","74","95-107"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode","Oryctolagus cuniculus",1,"adult",NA,12.5,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Audebert et al.","2002","J. Helminthol.","76","189-192"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode","Oryctolagus cuniculus",1,"adult",NA,12,38.5,"cites Ford 1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Audebert et al.","2002","J. Helminthol.","76","189-192"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode","Oryctolagus cuniculus",1,"adult",NA,NA,NA,NA,5.791,NA,NA,NA,2110,"avg","thread-like",NA,"m",NA,"Chylinski et al.","2009","Parasitology","136","117-123"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode","Oryctolagus cuniculus",1,"adult",NA,NA,NA,NA,6.934,NA,NA,NA,3888,"avg","thread-like",NA,"f","fecundity also reported","Chylinski et al.","2009","Parasitology","136","117-123"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode",NA,1,"adult",NA,NA,NA,NA,6.25,0.06,7,NA,NA,"range","thread-like",NA,"m",NA,"Hall","1916","Proc. US Natl. Mus.","50","1-258"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode",NA,1,"adult",NA,NA,NA,NA,6.85,0.085,7.7,0.09,NA,"range","thread-like",NA,"f",NA,"Hall","1916","Proc. US Natl. Mus.","50","1-258"
"Trichostrongylus retortaeformis","Trichostrongylus","nematode","Oryctolagus cuniculus",1,"adult",NA,9.5,38.5,"just abstract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haupt","1975","Arch. Exp. Vet. Med.","29","135-141"
"Trichostrongylus rugatus","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",NA,NA,NA,0.083,0.0445,0.086,0.046,NA,"range","ellipsoid",NA,NA,NA,"Monnig","1924","Trans. R. Soc. S. Afr.","12","243-247"
"Trichostrongylus rugatus","Trichostrongylus","nematode",NA,0,"free larva",NA,NA,NA,"free L3",0.59,0.018,NA,NA,20,"avg","thread-like",NA,NA,NA,"Beveridge and Barker","1983","Vet. Parasitol.","13","55-65"
"Trichostrongylus rugatus","Trichostrongylus","nematode",NA,0,"free larva",NA,NA,NA,"free L3",0.6783,NA,0.7216,NA,100,"avg","thread-like",NA,NA,"includes sheath","O'Callaghan","2004","Vet. Parasitol.","126","397-402"
"Trichostrongylus rugatus","Trichostrongylus","nematode","Ovis aries",1,"adult",NA,NA,NA,NA,5.08,0.082,NA,NA,20,"avg","thread-like",NA,"m","20 dpi","Beveridge and Barker","1983","Vet. Parasitol.","13","55-65"
"Trichostrongylus rugatus","Trichostrongylus","nematode","Ovis aries",1,"adult",NA,17,38.5,"4 infected sheep",5.46,0.071,NA,NA,20,"avg","thread-like",NA,"f","20 dpi","Beveridge and Barker","1983","Vet. Parasitol.","13","55-65"
"Trichostrongylus rugatus","Trichostrongylus","nematode","Ovis aries",1,"adult",NA,NA,NA,NA,5.55,0.08,6.6,NA,NA,"range","thread-like",NA,"m",NA,"Monnig","1924","Trans. R. Soc. S. Afr.","12","243-247"
"Trichostrongylus rugatus","Trichostrongylus","nematode","Ovis aries",1,"adult",NA,NA,NA,NA,6.55,0.079,7.3,NA,NA,"range","thread-like",NA,"f",NA,"Monnig","1924","Trans. R. Soc. S. Afr.","12","243-247"
"Trichostrongylus sigmodontis","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",NA,NA,NA,0.07,0.03,NA,NA,NA,"point","ellipsoid",NA,NA,NA,"Babero and Lee","1961","J. Parasitol.","47","378-390"
"Trichostrongylus sigmodontis","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",NA,NA,NA,0.064,0.044,NA,NA,NA,"point","ellipsoid",NA,NA,NA,"Baylis","1945","Ann. Mag. Nat. Hist.","12","189-195"
"Trichostrongylus sigmodontis","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",1.75,22.5,"time to hatching",0.073,0.0365,0.08,0.038,NA,"range","ellipsoid",NA,NA,NA,"Thatcher and Scott","1962","J. Parasitol.","48","558-561"
"Trichostrongylus sigmodontis","Trichostrongylus","nematode",NA,0,"free larva",NA,3.25,22.5,"time from egg deposition to infective L3, minus the time to hatch; between 4 to 6 days post culture most worms have achieved infective stage",0.675,0.024,0.7,0.026,NA,"range","thread-like",NA,NA,NA,"Thatcher and Scott","1962","J. Parasitol.","48","558-561"
"Trichostrongylus sigmodontis","Trichostrongylus","nematode","Myocastor coypus",1,"adult",NA,NA,NA,NA,3.245,0.095,3.29,0.11,NA,"range","thread-like",NA,"m",NA,"Babero and Lee","1961","J. Parasitol.","47","378-390"
"Trichostrongylus sigmodontis","Trichostrongylus","nematode","Myocastor coypus",1,"adult",NA,NA,NA,NA,4.405,0.075,4.86,0.08,NA,"range","thread-like",NA,"f",NA,"Babero and Lee","1961","J. Parasitol.","47","378-390"
"Trichostrongylus sigmodontis","Trichostrongylus","nematode","Sigmodon hispidus",1,"adult",NA,NA,NA,NA,3.875,0.105,4,0.12,NA,"range","thread-like",NA,"m",NA,"Baylis","1945","Ann. Mag. Nat. Hist.","12","189-195"
"Trichostrongylus sigmodontis","Trichostrongylus","nematode","Sigmodon hispidus",1,"adult",NA,NA,NA,NA,4.7,0.0775,4.9,0.085,NA,"range","thread-like",NA,"f",NA,"Baylis","1945","Ann. Mag. Nat. Hist.","12","189-195"
"Trichostrongylus sigmodontis","Trichostrongylus","nematode",NA,1,"adult",NA,10.5,38.5,"earliest prepatent period was 9 dpi, but stated that 'developed to maturity in about 12 days', so midpoint of 9 to 12 days taken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thatcher and Scott","1962","J. Parasitol.","48","558-561"
"Trichostrongylus skrjabini","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",1.75,24,"time to hatch; cites Altaev 1961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Trichostrongylus skrjabini","Trichostrongylus","nematode",NA,0,"free larva",NA,4,24,"time to L3; not sure if this includes time to hatch or not; cites Altaev 1961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Trichostrongylus skrjabini","Trichostrongylus","nematode",NA,1,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichostrongylus tenuis","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",NA,NA,NA,0.0735,0.046,0.075,NA,NA,"range","ellipsoid",NA,NA,NA,"Cram","1927","Bull. US Natl. Mus.","140","1-465"
"Trichostrongylus tenuis","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",1.75,NA,"time to hatching",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leiper","1911","In: The grouse in health and disease",NA,"218-234"
"Trichostrongylus tenuis","Trichostrongylus","nematode",NA,0,"free larva",NA,10.25,NA,"second molt to L3 at 8 to 16 days after start of culture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leiper","1911","In: The grouse in health and disease",NA,"218-234"
"Trichostrongylus tenuis","Trichostrongylus","nematode",NA,1,"adult",NA,NA,NA,NA,7,0.0635,8,0.0726,NA,"range","thread-like",NA,"m","as T. pergracilis; width was taken from Cobbold, which was given in inches","Leiper","1911","In: The grouse in health and disease",NA,"207-218"
"Trichostrongylus tenuis","Trichostrongylus","nematode",NA,1,"adult",NA,NA,NA,NA,9,0.0977,10,NA,NA,"range","thread-like",NA,"f","as T. pergracilis; width was taken from Cobbold, which was given in inches","Leiper","1911","In: The grouse in health and disease",NA,"207-218"
"Trichostrongylus tenuis","Trichostrongylus","nematode",NA,1,"adult",NA,4,40.5,"just one infected grouse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leiper","1911","In: The grouse in health and disease",NA,"218-234"
"Trichostrongylus vitrinus","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",NA,NA,NA,0.087,0.048,0.09,0.05,NA,"range","ellipsoid",NA,NA,NA,"Ransom","1911","US Dept. Agric. Tech. Bull.","127","1-132"
"Trichostrongylus vitrinus","Trichostrongylus","nematode",NA,0,"egg","hatch, grow, eaten",NA,NA,NA,0.1032,0.045,0.118,0.052,100,"avg","ellipsoid",NA,NA,NA,"Shorb","1939","US Dept. Agric. Tech. Bull.","694","1-10"
"Trichostrongylus vitrinus","Trichostrongylus","nematode",NA,0,"free larva",NA,NA,NA,"free L3",0.709,NA,0.796,NA,NA,"range","thread-like",NA,NA,NA,"Dikmans and Andrews","1933","Trans. Am. Microsc. Soc.","52","1-25"
